# rho - energy density in [g/cm^3]
# R   - radius in km
# M   - mass in solar masses
# chi[0] - the scalar field in the centre of the star
# abs(alpha_A) - the absolut value of alpha_A for this star
# beta   - theory parameter (for now set to 0)
# alpha  - theory parameters, related to the Brans-Dicke parameter. This is the one we want to sample
# log(alpha) - the table is build to have equal spacing between the models in terms of log(alpha), and NOT alpha alone
#   rho          R             M           chi[0]    abs(alpha_A)      beta        alpha      log(alpha) 
  1.8750e+15   1.0615e+01   2.1000e+00  -2.3037e-04   4.0107e-04   0.0000e+00   1.2589e-03  -2.9000e+00 
  1.8750e+15   1.0615e+01   2.1000e+00  -2.5848e-04   4.5001e-04   0.0000e+00   1.4125e-03  -2.8500e+00 
  1.8750e+15   1.0615e+01   2.1000e+00  -2.9001e-04   5.0492e-04   0.0000e+00   1.5849e-03  -2.8000e+00 
  1.8750e+15   1.0615e+01   2.1000e+00  -3.2540e-04   5.6653e-04   0.0000e+00   1.7783e-03  -2.7500e+00 
  1.8750e+15   1.0615e+01   2.1000e+00  -3.6511e-04   6.3566e-04   0.0000e+00   1.9953e-03  -2.7000e+00 
  1.8749e+15   1.0615e+01   2.1000e+00  -4.0966e-04   7.1323e-04   0.0000e+00   2.2387e-03  -2.6500e+00 
  1.8749e+15   1.0615e+01   2.1000e+00  -4.5965e-04   8.0025e-04   0.0000e+00   2.5119e-03  -2.6000e+00 
  1.8749e+15   1.0615e+01   2.1000e+00  -5.1574e-04   8.9791e-04   0.0000e+00   2.8184e-03  -2.5500e+00 
  1.8749e+15   1.0615e+01   2.1000e+00  -5.7867e-04   1.0075e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  1.8749e+15   1.0615e+01   2.1000e+00  -6.4928e-04   1.1304e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  1.8749e+15   1.0615e+01   2.1000e+00  -7.2851e-04   1.2683e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  1.8749e+15   1.0615e+01   2.1000e+00  -8.1742e-04   1.4231e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  1.8749e+15   1.0615e+01   2.1000e+00  -9.1717e-04   1.5968e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  1.8749e+15   1.0615e+01   2.1000e+00  -1.0291e-03   1.7916e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  1.8749e+15   1.0615e+01   2.1000e+00  -1.1547e-03   2.0103e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  1.8748e+15   1.0615e+01   2.1000e+00  -1.2956e-03   2.2556e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  1.8748e+15   1.0615e+01   2.1000e+00  -1.4538e-03   2.5309e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  1.8747e+15   1.0615e+01   2.1000e+00  -1.6313e-03   2.8398e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  1.8747e+15   1.0615e+01   2.1000e+00  -1.8304e-03   3.1865e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  1.8746e+15   1.0615e+01   2.1000e+00  -2.0540e-03   3.5755e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  1.8745e+15   1.0615e+01   2.1000e+00  -2.3048e-03   4.0120e-03   0.0000e+00   1.2589e-02  -1.9000e+00 
  1.8744e+15   1.0616e+01   2.1000e+00  -2.5864e-03   4.5020e-03   0.0000e+00   1.4125e-02  -1.8500e+00 
  1.8743e+15   1.0616e+01   2.1000e+00  -2.9025e-03   5.0518e-03   0.0000e+00   1.5849e-02  -1.8000e+00 
  1.8741e+15   1.0616e+01   2.1000e+00  -3.2574e-03   5.6690e-03   0.0000e+00   1.7783e-02  -1.7500e+00 
  1.8739e+15   1.0617e+01   2.1000e+00  -3.6558e-03   6.3618e-03   0.0000e+00   1.9953e-02  -1.7000e+00 
  1.8736e+15   1.0617e+01   2.1000e+00  -4.1033e-03   7.1396e-03   0.0000e+00   2.2387e-02  -1.6500e+00 
  1.8733e+15   1.0618e+01   2.1000e+00  -4.6059e-03   8.0130e-03   0.0000e+00   2.5119e-02  -1.6000e+00 
  1.8728e+15   1.0618e+01   2.1000e+00  -5.1707e-03   8.9938e-03   0.0000e+00   2.8184e-02  -1.5500e+00 
  1.8723e+15   1.0619e+01   2.1000e+00  -5.8055e-03   1.0095e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  1.8716e+15   1.0620e+01   2.1000e+00  -6.5194e-03   1.1333e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  1.8707e+15   1.0622e+01   2.1000e+00  -7.3226e-03   1.2725e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  1.8697e+15   1.0624e+01   2.1000e+00  -8.2270e-03   1.4290e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  1.8683e+15   1.0626e+01   2.1000e+00  -9.2463e-03   1.6050e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  1.8666e+15   1.0629e+01   2.1000e+00  -1.0396e-02   1.8033e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  1.8644e+15   1.0632e+01   2.1000e+00  -1.1695e-02   2.0268e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  1.8617e+15   1.0637e+01   2.1000e+00  -1.3165e-02   2.2789e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  1.8584e+15   1.0642e+01   2.1000e+00  -1.4831e-02   2.5637e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  1.8541e+15   1.0649e+01   2.1000e+00  -1.6725e-02   2.8860e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  1.8489e+15   1.0658e+01   2.1000e+00  -1.8883e-02   3.2516e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  1.8423e+15   1.0670e+01   2.1000e+00  -2.1351e-02   3.6672e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  1.8341e+15   1.0684e+01   2.1000e+00  -2.4182e-02   4.1410e-02   0.0000e+00   1.2589e-01  -9.0000e-01 
  1.8240e+15   1.0702e+01   2.1000e+00  -2.7445e-02   4.6832e-02   0.0000e+00   1.4125e-01  -8.5000e-01 
  1.8116e+15   1.0724e+01   2.1000e+00  -3.1221e-02   5.3062e-02   0.0000e+00   1.5849e-01  -8.0000e-01 
  1.7964e+15   1.0752e+01   2.1000e+00  -3.5612e-02   6.0253e-02   0.0000e+00   1.7783e-01  -7.5000e-01 
  1.7779e+15   1.0787e+01   2.1000e+00  -4.0736e-02   6.8595e-02   0.0000e+00   1.9953e-01  -7.0000e-01 
  1.7556e+15   1.0830e+01   2.1000e+00  -4.6737e-02   7.8325e-02   0.0000e+00   2.2387e-01  -6.5000e-01 
  1.7291e+15   1.0884e+01   2.1000e+00  -5.3774e-02   8.9733e-02   0.0000e+00   2.5119e-01  -6.0000e-01 
  1.6981e+15   1.0950e+01   2.1000e+00  -6.2022e-02   1.0317e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  1.6625e+15   1.1031e+01   2.1000e+00  -7.1647e-02   1.1906e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  1.6226e+15   1.1128e+01   2.1000e+00  -8.2789e-02   1.3787e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  1.5788e+15   1.1244e+01   2.1000e+00  -9.5524e-02   1.6014e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  1.5323e+15   1.1380e+01   2.1000e+00  -1.0983e-01   1.8640e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  1.4845e+15   1.1536e+01   2.1000e+00  -1.2556e-01   2.1719e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  1.4368e+15   1.1712e+01   2.1000e+00  -1.4243e-01   2.5298e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  1.3910e+15   1.1907e+01   2.1000e+00  -1.6005e-01   2.9419e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  1.3484e+15   1.2118e+01   2.1000e+00  -1.7791e-01   3.4112e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  1.3102e+15   1.2342e+01   2.1000e+00  -1.9550e-01   3.9399e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  1.2773e+15   1.2577e+01   2.1000e+00  -2.1231e-01   4.5296e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  1.2500e+15   1.2820e+01   2.1000e+00  -2.2787e-01   5.1814e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.6317e-07   2.9779e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.8308e-07   3.3412e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.0542e-07   3.7489e-07   0.0000e+00   1.2589e-06  -5.9000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.3049e-07   4.2063e-07   0.0000e+00   1.4125e-06  -5.8500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.5861e-07   4.7196e-07   0.0000e+00   1.5849e-06  -5.8000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.9017e-07   5.2955e-07   0.0000e+00   1.7783e-06  -5.7500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -3.2557e-07   5.9416e-07   0.0000e+00   1.9953e-06  -5.7000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -3.6530e-07   6.6666e-07   0.0000e+00   2.2387e-06  -5.6500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -4.0987e-07   7.4800e-07   0.0000e+00   2.5119e-06  -5.6000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -4.5988e-07   8.3927e-07   0.0000e+00   2.8184e-06  -5.5500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -5.1599e-07   9.4168e-07   0.0000e+00   3.1623e-06  -5.5000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -5.7896e-07   1.0566e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -6.4960e-07   1.1855e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -7.2886e-07   1.3302e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -8.1780e-07   1.4925e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -9.1758e-07   1.6746e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.0295e-06   1.8789e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.1552e-06   2.1082e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.2961e-06   2.3654e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.4543e-06   2.6540e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.6317e-06   2.9779e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.8308e-06   3.3412e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.0542e-06   3.7489e-06   0.0000e+00   1.2589e-05  -4.9000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.3049e-06   4.2063e-06   0.0000e+00   1.4125e-05  -4.8500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.5861e-06   4.7196e-06   0.0000e+00   1.5849e-05  -4.8000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.9017e-06   5.2955e-06   0.0000e+00   1.7783e-05  -4.7500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -3.2557e-06   5.9416e-06   0.0000e+00   1.9953e-05  -4.7000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -3.6530e-06   6.6666e-06   0.0000e+00   2.2387e-05  -4.6500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -4.0987e-06   7.4800e-06   0.0000e+00   2.5119e-05  -4.6000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -4.5988e-06   8.3927e-06   0.0000e+00   2.8184e-05  -4.5500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -5.1599e-06   9.4168e-06   0.0000e+00   3.1623e-05  -4.5000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -5.7896e-06   1.0566e-05   0.0000e+00   3.5481e-05  -4.4500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -6.4960e-06   1.1855e-05   0.0000e+00   3.9811e-05  -4.4000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -7.2886e-06   1.3302e-05   0.0000e+00   4.4668e-05  -4.3500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -8.1780e-06   1.4925e-05   0.0000e+00   5.0119e-05  -4.3000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -9.1758e-06   1.6746e-05   0.0000e+00   5.6234e-05  -4.2500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.0295e-05   1.8789e-05   0.0000e+00   6.3096e-05  -4.2000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.1552e-05   2.1082e-05   0.0000e+00   7.0795e-05  -4.1500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.2961e-05   2.3654e-05   0.0000e+00   7.9433e-05  -4.1000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.4543e-05   2.6540e-05   0.0000e+00   8.9125e-05  -4.0500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.6317e-05   2.9779e-05   0.0000e+00   1.0000e-04  -4.0000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.8308e-05   3.3412e-05   0.0000e+00   1.1220e-04  -3.9500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.0542e-05   3.7489e-05   0.0000e+00   1.2589e-04  -3.9000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.3049e-05   4.2063e-05   0.0000e+00   1.4125e-04  -3.8500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.5861e-05   4.7196e-05   0.0000e+00   1.5849e-04  -3.8000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.9017e-05   5.2955e-05   0.0000e+00   1.7783e-04  -3.7500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -3.2557e-05   5.9416e-05   0.0000e+00   1.9953e-04  -3.7000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -3.6530e-05   6.6666e-05   0.0000e+00   2.2387e-04  -3.6500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -4.0987e-05   7.4800e-05   0.0000e+00   2.5119e-04  -3.6000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -4.5988e-05   8.3927e-05   0.0000e+00   2.8184e-04  -3.5500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -5.1599e-05   9.4168e-05   0.0000e+00   3.1623e-04  -3.5000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -5.7896e-05   1.0566e-04   0.0000e+00   3.5481e-04  -3.4500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -6.4960e-05   1.1855e-04   0.0000e+00   3.9811e-04  -3.4000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -7.2886e-05   1.3302e-04   0.0000e+00   4.4668e-04  -3.3500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -8.1780e-05   1.4925e-04   0.0000e+00   5.0119e-04  -3.3000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -9.1758e-05   1.6746e-04   0.0000e+00   5.6234e-04  -3.2500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.0295e-04   1.8789e-04   0.0000e+00   6.3096e-04  -3.2000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.1552e-04   2.1082e-04   0.0000e+00   7.0795e-04  -3.1500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.2961e-04   2.3654e-04   0.0000e+00   7.9433e-04  -3.1000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.4543e-04   2.6540e-04   0.0000e+00   8.9125e-04  -3.0500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.6317e-04   2.9779e-04   0.0000e+00   1.0000e-03  -3.0000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -1.8308e-04   3.3412e-04   0.0000e+00   1.1220e-03  -2.9500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.0542e-04   3.7489e-04   0.0000e+00   1.2589e-03  -2.9000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.3049e-04   4.2064e-04   0.0000e+00   1.4125e-03  -2.8500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.5861e-04   4.7196e-04   0.0000e+00   1.5849e-03  -2.8000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -2.9017e-04   5.2955e-04   0.0000e+00   1.7783e-03  -2.7500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -3.2558e-04   5.9417e-04   0.0000e+00   1.9953e-03  -2.7000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -3.6530e-04   6.6667e-04   0.0000e+00   2.2387e-03  -2.6500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -4.0988e-04   7.4802e-04   0.0000e+00   2.5119e-03  -2.6000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -4.5990e-04   8.3929e-04   0.0000e+00   2.8184e-03  -2.5500e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -5.1602e-04   9.4170e-04   0.0000e+00   3.1623e-03  -2.5000e+00 
  1.9564e+15   1.0540e+01   2.1200e+00  -5.7899e-04   1.0566e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  1.9563e+15   1.0540e+01   2.1200e+00  -6.4964e-04   1.1855e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  1.9563e+15   1.0540e+01   2.1200e+00  -7.2893e-04   1.3302e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  1.9563e+15   1.0540e+01   2.1200e+00  -8.1789e-04   1.4926e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  1.9563e+15   1.0540e+01   2.1200e+00  -9.1772e-04   1.6747e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  1.9563e+15   1.0540e+01   2.1200e+00  -1.0297e-03   1.8791e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  1.9562e+15   1.0540e+01   2.1200e+00  -1.1554e-03   2.1084e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  1.9562e+15   1.0541e+01   2.1200e+00  -1.2965e-03   2.3658e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  1.9561e+15   1.0541e+01   2.1200e+00  -1.4548e-03   2.6545e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  1.9561e+15   1.0541e+01   2.1200e+00  -1.6325e-03   2.9786e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  1.9560e+15   1.0541e+01   2.1200e+00  -1.8319e-03   3.3422e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  1.9559e+15   1.0541e+01   2.1200e+00  -2.0557e-03   3.7504e-03   0.0000e+00   1.2589e-02  -1.9000e+00 
  1.9558e+15   1.0541e+01   2.1200e+00  -2.3069e-03   4.2084e-03   0.0000e+00   1.4125e-02  -1.8500e+00 
  1.9556e+15   1.0541e+01   2.1200e+00  -2.5891e-03   4.7225e-03   0.0000e+00   1.5849e-02  -1.8000e+00 
  1.9554e+15   1.0542e+01   2.1200e+00  -2.9058e-03   5.2996e-03   0.0000e+00   1.7783e-02  -1.7500e+00 
  1.9551e+15   1.0542e+01   2.1200e+00  -3.2616e-03   5.9474e-03   0.0000e+00   1.9953e-02  -1.7000e+00 
  1.9548e+15   1.0543e+01   2.1200e+00  -3.6613e-03   6.6748e-03   0.0000e+00   2.2387e-02  -1.6500e+00 
  1.9544e+15   1.0543e+01   2.1200e+00  -4.1104e-03   7.4916e-03   0.0000e+00   2.5119e-02  -1.6000e+00 
  1.9539e+15   1.0544e+01   2.1200e+00  -4.6154e-03   8.4092e-03   0.0000e+00   2.8184e-02  -1.5500e+00 
  1.9533e+15   1.0545e+01   2.1200e+00  -5.1832e-03   9.4400e-03   0.0000e+00   3.1623e-02  -1.5000e+00 
  1.9525e+15   1.0546e+01   2.1200e+00  -5.8225e-03   1.0599e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  1.9514e+15   1.0548e+01   2.1200e+00  -6.5424e-03   1.1901e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  1.9502e+15   1.0549e+01   2.1200e+00  -7.3541e-03   1.3367e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  1.9486e+15   1.0552e+01   2.1200e+00  -8.2704e-03   1.5017e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  1.9465e+15   1.0555e+01   2.1200e+00  -9.3060e-03   1.6876e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  1.9440e+15   1.0559e+01   2.1200e+00  -1.0479e-02   1.8972e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  1.9408e+15   1.0563e+01   2.1200e+00  -1.1810e-02   2.1340e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  1.9369e+15   1.0569e+01   2.1200e+00  -1.3325e-02   2.4019e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  1.9319e+15   1.0577e+01   2.1200e+00  -1.5054e-02   2.7055e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  1.9257e+15   1.0586e+01   2.1200e+00  -1.7035e-02   3.0504e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  1.9180e+15   1.0598e+01   2.1200e+00  -1.9314e-02   3.4434e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  1.9084e+15   1.0613e+01   2.1200e+00  -2.1950e-02   3.8928e-02   0.0000e+00   1.2589e-01  -9.0000e-01 
  1.8966e+15   1.0632e+01   2.1200e+00  -2.5012e-02   4.4086e-02   0.0000e+00   1.4125e-01  -8.5000e-01 
  1.8820e+15   1.0656e+01   2.1200e+00  -2.8591e-02   5.0036e-02   0.0000e+00   1.5849e-01  -8.0000e-01 
  1.8642e+15   1.0685e+01   2.1200e+00  -3.2796e-02   5.6934e-02   0.0000e+00   1.7783e-01  -7.5000e-01 
  1.8426e+15   1.0722e+01   2.1200e+00  -3.7759e-02   6.4978e-02   0.0000e+00   1.9953e-01  -7.0000e-01 
  1.8167e+15   1.0768e+01   2.1200e+00  -4.3638e-02   7.4414e-02   0.0000e+00   2.2387e-01  -6.5000e-01 
  1.7860e+15   1.0825e+01   2.1200e+00  -5.0612e-02   8.5543e-02   0.0000e+00   2.5119e-01  -6.0000e-01 
  1.7502e+15   1.0896e+01   2.1200e+00  -5.8871e-02   9.8734e-02   0.0000e+00   2.8184e-01  -5.5000e-01 
  1.7094e+15   1.0981e+01   2.1200e+00  -6.8599e-02   1.1442e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  1.6640e+15   1.1084e+01   2.1200e+00  -7.9942e-02   1.3310e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  1.6146e+15   1.1207e+01   2.1200e+00  -9.2974e-02   1.5530e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  1.5627e+15   1.1350e+01   2.1200e+00  -1.0766e-01   1.8159e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  1.5098e+15   1.1513e+01   2.1200e+00  -1.2381e-01   2.1247e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  1.4577e+15   1.1697e+01   2.1200e+00  -1.4113e-01   2.4842e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  1.4080e+15   1.1899e+01   2.1200e+00  -1.5918e-01   2.8982e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  1.3622e+15   1.2117e+01   2.1200e+00  -1.7743e-01   3.3697e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  1.3214e+15   1.2348e+01   2.1200e+00  -1.9537e-01   3.9006e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  1.2864e+15   1.2589e+01   2.1200e+00  -2.1245e-01   4.4925e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  1.2575e+15   1.2837e+01   2.1200e+00  -2.2823e-01   5.1462e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  2.0585e+15   1.0450e+01   2.1400e+00  -1.3759e-07   2.7364e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -1.5438e-07   3.0703e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -1.7322e-07   3.4449e-07   0.0000e+00   1.2589e-06  -5.9000e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -1.9436e-07   3.8653e-07   0.0000e+00   1.4125e-06  -5.8500e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -2.1807e-07   4.3369e-07   0.0000e+00   1.5849e-06  -5.8000e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -2.4468e-07   4.8661e-07   0.0000e+00   1.7783e-06  -5.7500e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -2.7454e-07   5.4599e-07   0.0000e+00   1.9953e-06  -5.7000e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -3.0803e-07   6.1261e-07   0.0000e+00   2.2387e-06  -5.6500e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -3.4562e-07   6.8736e-07   0.0000e+00   2.5119e-06  -5.6000e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -3.8779e-07   7.7123e-07   0.0000e+00   2.8184e-06  -5.5500e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -4.3511e-07   8.6533e-07   0.0000e+00   3.1623e-06  -5.5000e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -4.8820e-07   9.7091e-07   0.0000e+00   3.5481e-06  -5.4500e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -5.4777e-07   1.0894e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -6.1461e-07   1.2223e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -6.8960e-07   1.3715e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -7.7375e-07   1.5388e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -8.6816e-07   1.7266e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -9.7409e-07   1.9372e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -1.0929e-06   2.1736e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -1.2263e-06   2.4388e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -1.3759e-06   2.7364e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  2.0585e+15   1.0450e+01   2.1400e+00  -1.5438e-06   3.0703e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
