# rho - energy density in [g/cm^3]
# R   - radius in km
# M   - mass in solar masses
# chi[0] - the scalar field in the centre of the star
# abs(alpha_A) - the absolut value of alpha_A for this star
# beta   - theory parameter (for now set to 0)
# alpha  - theory parameters, related to the Brans-Dicke parameter. This is the one we want to sample
# log(alpha) - the table is build to have equal spacing between the models in terms of log(alpha), and NOT alpha alone
#   rho          R             M           chi[0]    abs(alpha_A)      beta        alpha      log(alpha) 
  8.8941e+14   1.1781e+01   1.2600e+00  -6.4273e-03   1.7759e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  8.8943e+14   1.1781e+01   1.2600e+00  -7.2111e-03   1.9926e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  8.8945e+14   1.1781e+01   1.2600e+00  -8.0903e-03   2.2357e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  8.8947e+14   1.1781e+01   1.2600e+00  -9.0765e-03   2.5084e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  8.8950e+14   1.1781e+01   1.2600e+00  -1.0183e-02   2.8144e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  8.8953e+14   1.1781e+01   1.2600e+00  -1.1423e-02   3.1577e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  8.8958e+14   1.1781e+01   1.2600e+00  -1.2814e-02   3.5429e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  8.8964e+14   1.1782e+01   1.2600e+00  -1.4374e-02   3.9750e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  8.8971e+14   1.1782e+01   1.2600e+00  -1.6123e-02   4.4598e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  8.8980e+14   1.1782e+01   1.2600e+00  -1.8083e-02   5.0036e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  8.8991e+14   1.1783e+01   1.2600e+00  -2.0278e-02   5.6136e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  8.9006e+14   1.1783e+01   1.2600e+00  -2.2738e-02   6.2979e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  8.9024e+14   1.1784e+01   1.2600e+00  -2.5491e-02   7.0653e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  8.9047e+14   1.1785e+01   1.2600e+00  -2.8571e-02   7.9259e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  8.9075e+14   1.1786e+01   1.2600e+00  -3.2016e-02   8.8910e-02   0.0000e+00   1.2589e-01  -9.0000e-01 
  8.9111e+14   1.1787e+01   1.2600e+00  -3.5863e-02   9.9730e-02   0.0000e+00   1.4125e-01  -8.5000e-01 
  8.9157e+14   1.1789e+01   1.2600e+00  -4.0156e-02   1.1186e-01   0.0000e+00   1.5849e-01  -8.0000e-01 
  8.9214e+14   1.1791e+01   1.2600e+00  -4.4940e-02   1.2545e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  8.9286e+14   1.1794e+01   1.2600e+00  -5.0261e-02   1.4067e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  8.9376e+14   1.1797e+01   1.2600e+00  -5.6166e-02   1.5773e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  8.9489e+14   1.1802e+01   1.2600e+00  -6.2702e-02   1.7681e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  8.9632e+14   1.1807e+01   1.2600e+00  -6.9912e-02   1.9816e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  8.9810e+14   1.1814e+01   1.2600e+00  -7.7833e-02   2.2202e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  9.0033e+14   1.1822e+01   1.2600e+00  -8.6491e-02   2.4867e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  9.0311e+14   1.1832e+01   1.2600e+00  -9.5895e-02   2.7839e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  9.0657e+14   1.1844e+01   1.2600e+00  -1.0603e-01   3.1150e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  9.1086e+14   1.1859e+01   1.2600e+00  -1.1687e-01   3.4832e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  9.1615e+14   1.1877e+01   1.2600e+00  -1.2832e-01   3.8918e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  9.2263e+14   1.1898e+01   1.2600e+00  -1.4027e-01   4.3443e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  9.3050e+14   1.1925e+01   1.2600e+00  -1.5256e-01   4.8440e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  9.3997e+14   1.1956e+01   1.2600e+00  -1.6497e-01   5.3942e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  9.5123e+14   1.1994e+01   1.2600e+00  -1.7728e-01   5.9982e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  9.6444e+14   1.2040e+01   1.2600e+00  -1.8919e-01   6.6591e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.5849e-07   7.0125e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.9004e-07   7.8682e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -3.2542e-07   8.8283e-07   0.0000e+00   1.2589e-06  -5.9000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -3.6513e-07   9.9055e-07   0.0000e+00   1.4125e-06  -5.8500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -4.0969e-07   1.1114e-06   0.0000e+00   1.5849e-06  -5.8000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -4.5967e-07   1.2470e-06   0.0000e+00   1.7783e-06  -5.7500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -5.1576e-07   1.3992e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -5.7870e-07   1.5699e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -6.4931e-07   1.7615e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -7.2854e-07   1.9764e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -8.1743e-07   2.2176e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -9.1717e-07   2.4881e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.0291e-06   2.7917e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.1547e-06   3.1324e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.2955e-06   3.5146e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.4536e-06   3.9434e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.6310e-06   4.4246e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.8300e-06   4.9645e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.0533e-06   5.5703e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.3038e-06   6.2499e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.5849e-06   7.0125e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.9004e-06   7.8682e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -3.2542e-06   8.8283e-06   0.0000e+00   1.2589e-05  -4.9000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -3.6513e-06   9.9055e-06   0.0000e+00   1.4125e-05  -4.8500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -4.0969e-06   1.1114e-05   0.0000e+00   1.5849e-05  -4.8000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -4.5967e-06   1.2470e-05   0.0000e+00   1.7783e-05  -4.7500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -5.1576e-06   1.3992e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -5.7870e-06   1.5699e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -6.4931e-06   1.7615e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -7.2854e-06   1.9764e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -8.1743e-06   2.2176e-05   0.0000e+00   3.1623e-05  -4.5000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -9.1717e-06   2.4881e-05   0.0000e+00   3.5481e-05  -4.4500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.0291e-05   2.7917e-05   0.0000e+00   3.9811e-05  -4.4000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.1547e-05   3.1324e-05   0.0000e+00   4.4668e-05  -4.3500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.2955e-05   3.5146e-05   0.0000e+00   5.0119e-05  -4.3000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.4536e-05   3.9434e-05   0.0000e+00   5.6234e-05  -4.2500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.6310e-05   4.4246e-05   0.0000e+00   6.3096e-05  -4.2000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.8300e-05   4.9645e-05   0.0000e+00   7.0795e-05  -4.1500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.0533e-05   5.5703e-05   0.0000e+00   7.9433e-05  -4.1000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.3038e-05   6.2499e-05   0.0000e+00   8.9125e-05  -4.0500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.5849e-05   7.0125e-05   0.0000e+00   1.0000e-04  -4.0000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.9004e-05   7.8682e-05   0.0000e+00   1.1220e-04  -3.9500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -3.2542e-05   8.8283e-05   0.0000e+00   1.2589e-04  -3.9000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -3.6513e-05   9.9055e-05   0.0000e+00   1.4125e-04  -3.8500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -4.0969e-05   1.1114e-04   0.0000e+00   1.5849e-04  -3.8000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -4.5967e-05   1.2470e-04   0.0000e+00   1.7783e-04  -3.7500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -5.1576e-05   1.3992e-04   0.0000e+00   1.9953e-04  -3.7000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -5.7870e-05   1.5699e-04   0.0000e+00   2.2387e-04  -3.6500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -6.4931e-05   1.7615e-04   0.0000e+00   2.5119e-04  -3.6000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -7.2854e-05   1.9764e-04   0.0000e+00   2.8184e-04  -3.5500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -8.1743e-05   2.2176e-04   0.0000e+00   3.1623e-04  -3.5000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -9.1717e-05   2.4881e-04   0.0000e+00   3.5481e-04  -3.4500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.0291e-04   2.7917e-04   0.0000e+00   3.9811e-04  -3.4000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.1547e-04   3.1324e-04   0.0000e+00   4.4668e-04  -3.3500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.2955e-04   3.5146e-04   0.0000e+00   5.0119e-04  -3.3000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.4536e-04   3.9434e-04   0.0000e+00   5.6234e-04  -3.2500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.6310e-04   4.4246e-04   0.0000e+00   6.3096e-04  -3.2000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.8300e-04   4.9645e-04   0.0000e+00   7.0795e-04  -3.1500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.0533e-04   5.5703e-04   0.0000e+00   7.9433e-04  -3.1000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.3038e-04   6.2499e-04   0.0000e+00   8.9125e-04  -3.0500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.5849e-04   7.0125e-04   0.0000e+00   1.0000e-03  -3.0000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -2.9004e-04   7.8682e-04   0.0000e+00   1.1220e-03  -2.9500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -3.2542e-04   8.8283e-04   0.0000e+00   1.2589e-03  -2.9000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -3.6513e-04   9.9055e-04   0.0000e+00   1.4125e-03  -2.8500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -4.0969e-04   1.1114e-03   0.0000e+00   1.5849e-03  -2.8000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -4.5967e-04   1.2470e-03   0.0000e+00   1.7783e-03  -2.7500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -5.1576e-04   1.3992e-03   0.0000e+00   1.9953e-03  -2.7000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -5.7870e-04   1.5699e-03   0.0000e+00   2.2387e-03  -2.6500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -6.4931e-04   1.7615e-03   0.0000e+00   2.5119e-03  -2.6000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -7.2853e-04   1.9764e-03   0.0000e+00   2.8184e-03  -2.5500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -8.1743e-04   2.2176e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -9.1717e-04   2.4881e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.0291e-03   2.7917e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.1546e-03   3.1324e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.2955e-03   3.5146e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.4536e-03   3.9434e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.6310e-03   4.4246e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  9.0247e+14   1.1771e+01   1.2800e+00  -1.8300e-03   4.9645e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  9.0248e+14   1.1771e+01   1.2800e+00  -2.0532e-03   5.5702e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  9.0248e+14   1.1771e+01   1.2800e+00  -2.3038e-03   6.2499e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  9.0248e+14   1.1771e+01   1.2800e+00  -2.5848e-03   7.0125e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  9.0248e+14   1.1771e+01   1.2800e+00  -2.9002e-03   7.8681e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  9.0248e+14   1.1771e+01   1.2800e+00  -3.2540e-03   8.8282e-03   0.0000e+00   1.2589e-02  -1.9000e+00 
  9.0249e+14   1.1772e+01   1.2800e+00  -3.6510e-03   9.9054e-03   0.0000e+00   1.4125e-02  -1.8500e+00 
  9.0249e+14   1.1772e+01   1.2800e+00  -4.0964e-03   1.1114e-02   0.0000e+00   1.5849e-02  -1.8000e+00 
  9.0249e+14   1.1772e+01   1.2800e+00  -4.5962e-03   1.2470e-02   0.0000e+00   1.7783e-02  -1.7500e+00 
  9.0250e+14   1.1772e+01   1.2800e+00  -5.1568e-03   1.3991e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  9.0251e+14   1.1772e+01   1.2800e+00  -5.7858e-03   1.5699e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  9.0252e+14   1.1772e+01   1.2800e+00  -6.4914e-03   1.7614e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  9.0253e+14   1.1772e+01   1.2800e+00  -7.2830e-03   1.9763e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  9.0255e+14   1.1772e+01   1.2800e+00  -8.1710e-03   2.2174e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  9.0257e+14   1.1772e+01   1.2800e+00  -9.1670e-03   2.4879e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  9.0259e+14   1.1772e+01   1.2800e+00  -1.0284e-02   2.7915e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  9.0262e+14   1.1772e+01   1.2800e+00  -1.1537e-02   3.1320e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  9.0266e+14   1.1773e+01   1.2800e+00  -1.2942e-02   3.5140e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  9.0271e+14   1.1773e+01   1.2800e+00  -1.4517e-02   3.9426e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  9.0278e+14   1.1773e+01   1.2800e+00  -1.6283e-02   4.4235e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  9.0285e+14   1.1774e+01   1.2800e+00  -1.8263e-02   4.9629e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  9.0295e+14   1.1774e+01   1.2800e+00  -2.0480e-02   5.5680e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  9.0308e+14   1.1775e+01   1.2800e+00  -2.2964e-02   6.2467e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  9.0324e+14   1.1776e+01   1.2800e+00  -2.5744e-02   7.0080e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  9.0343e+14   1.1777e+01   1.2800e+00  -2.8855e-02   7.8618e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  9.0368e+14   1.1778e+01   1.2800e+00  -3.2333e-02   8.8192e-02   0.0000e+00   1.2589e-01  -9.0000e-01 
  9.0400e+14   1.1780e+01   1.2800e+00  -3.6218e-02   9.8927e-02   0.0000e+00   1.4125e-01  -8.5000e-01 
  9.0440e+14   1.1782e+01   1.2800e+00  -4.0553e-02   1.1096e-01   0.0000e+00   1.5849e-01  -8.0000e-01 
  9.0490e+14   1.1785e+01   1.2800e+00  -4.5383e-02   1.2445e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  9.0553e+14   1.1788e+01   1.2800e+00  -5.0754e-02   1.3956e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  9.0632e+14   1.1793e+01   1.2800e+00  -5.6715e-02   1.5648e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  9.0732e+14   1.1798e+01   1.2800e+00  -6.3312e-02   1.7543e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  9.0858e+14   1.1804e+01   1.2800e+00  -7.0589e-02   1.9663e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  9.1017e+14   1.1812e+01   1.2800e+00  -7.8581e-02   2.2033e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  9.1216e+14   1.1822e+01   1.2800e+00  -8.7314e-02   2.4681e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  9.1467e+14   1.1834e+01   1.2800e+00  -9.6798e-02   2.7635e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  9.1781e+14   1.1849e+01   1.2800e+00  -1.0702e-01   3.0927e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  9.2173e+14   1.1866e+01   1.2800e+00  -1.1793e-01   3.4590e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  9.2660e+14   1.1888e+01   1.2800e+00  -1.2947e-01   3.8657e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  9.3261e+14   1.1913e+01   1.2800e+00  -1.4149e-01   4.3162e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  9.3998e+14   1.1943e+01   1.2800e+00  -1.5385e-01   4.8139e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  9.4891e+14   1.1979e+01   1.2800e+00  -1.6633e-01   5.3623e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  9.5961e+14   1.2022e+01   1.2800e+00  -1.7869e-01   5.9646e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  9.7226e+14   1.2072e+01   1.2800e+00  -1.9064e-01   6.6238e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  9.1583e+14   1.1762e+01   1.3000e+00  -2.6098e-07   6.9540e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -2.9283e-07   7.8025e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -3.2856e-07   8.7545e-07   0.0000e+00   1.2589e-06  -5.9000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -3.6865e-07   9.8227e-07   0.0000e+00   1.4125e-06  -5.8500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -4.1363e-07   1.1021e-06   0.0000e+00   1.5849e-06  -5.8000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -4.6410e-07   1.2366e-06   0.0000e+00   1.7783e-06  -5.7500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -5.2073e-07   1.3875e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -5.8427e-07   1.5568e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -6.5556e-07   1.7468e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -7.3555e-07   1.9599e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -8.2530e-07   2.1990e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -9.2600e-07   2.4674e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.0390e-06   2.7684e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.1658e-06   3.1062e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.3080e-06   3.4852e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.4676e-06   3.9105e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.6467e-06   4.3877e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.8476e-06   4.9230e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -2.0731e-06   5.5237e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -2.3260e-06   6.1977e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -2.6098e-06   6.9540e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -2.9283e-06   7.8025e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -3.2856e-06   8.7545e-06   0.0000e+00   1.2589e-05  -4.9000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -3.6865e-06   9.8227e-06   0.0000e+00   1.4125e-05  -4.8500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -4.1363e-06   1.1021e-05   0.0000e+00   1.5849e-05  -4.8000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -4.6410e-06   1.2366e-05   0.0000e+00   1.7783e-05  -4.7500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -5.2073e-06   1.3875e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -5.8427e-06   1.5568e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -6.5556e-06   1.7468e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -7.3555e-06   1.9599e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -8.2530e-06   2.1990e-05   0.0000e+00   3.1623e-05  -4.5000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -9.2600e-06   2.4674e-05   0.0000e+00   3.5481e-05  -4.4500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.0390e-05   2.7684e-05   0.0000e+00   3.9811e-05  -4.4000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.1658e-05   3.1062e-05   0.0000e+00   4.4668e-05  -4.3500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.3080e-05   3.4852e-05   0.0000e+00   5.0119e-05  -4.3000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.4676e-05   3.9105e-05   0.0000e+00   5.6234e-05  -4.2500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.6467e-05   4.3877e-05   0.0000e+00   6.3096e-05  -4.2000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -1.8476e-05   4.9230e-05   0.0000e+00   7.0795e-05  -4.1500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -2.0731e-05   5.5237e-05   0.0000e+00   7.9433e-05  -4.1000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -2.3260e-05   6.1977e-05   0.0000e+00   8.9125e-05  -4.0500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -2.6098e-05   6.9540e-05   0.0000e+00   1.0000e-04  -4.0000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -2.9283e-05   7.8025e-05   0.0000e+00   1.1220e-04  -3.9500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -3.2856e-05   8.7545e-05   0.0000e+00   1.2589e-04  -3.9000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -3.6865e-05   9.8227e-05   0.0000e+00   1.4125e-04  -3.8500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -4.1363e-05   1.1021e-04   0.0000e+00   1.5849e-04  -3.8000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -4.6410e-05   1.2366e-04   0.0000e+00   1.7783e-04  -3.7500e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -5.2073e-05   1.3875e-04   0.0000e+00   1.9953e-04  -3.7000e+00 
  9.1583e+14   1.1762e+01   1.3000e+00  -5.8427e-05   1.5568e-04   0.0000e+00   2.2387e-04  -3.6500e+00 
