# rho - energy density in [g/cm^3]
# R   - radius in km
# M   - mass in solar masses
# chi[0] - the scalar field in the centre of the star
# abs(alpha_A) - the absolut value of alpha_A for this star
# beta   - theory parameter (for now set to 0)
# alpha  - theory parameters, related to the Brans-Dicke parameter. This is the one we want to sample
# log(alpha) - the table is build to have equal spacing between the models in terms of log(alpha), and NOT alpha alone
#   rho          R             M           chi[0]    abs(alpha_A)      beta        alpha      log(alpha) 
  7.0347e+14   1.1886e+01   9.4000e-01  -6.5814e-04   2.5000e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  7.0348e+14   1.1886e+01   9.4000e-01  -7.3844e-04   2.8051e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  7.0348e+14   1.1886e+01   9.4000e-01  -8.2855e-04   3.1474e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  7.0348e+14   1.1886e+01   9.4000e-01  -9.2964e-04   3.5314e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  7.0348e+14   1.1886e+01   9.4000e-01  -1.0431e-03   3.9623e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  7.0348e+14   1.1886e+01   9.4000e-01  -1.1703e-03   4.4457e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  7.0348e+14   1.1886e+01   9.4000e-01  -1.3131e-03   4.9882e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  7.0348e+14   1.1886e+01   9.4000e-01  -1.4734e-03   5.5969e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  7.0349e+14   1.1886e+01   9.4000e-01  -1.6531e-03   6.2798e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  7.0349e+14   1.1886e+01   9.4000e-01  -1.8548e-03   7.0460e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  7.0349e+14   1.1886e+01   9.4000e-01  -2.0812e-03   7.9057e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  7.0350e+14   1.1886e+01   9.4000e-01  -2.3351e-03   8.8703e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  7.0350e+14   1.1886e+01   9.4000e-01  -2.6200e-03   9.9526e-03   0.0000e+00   1.2589e-02  -1.9000e+00 
  7.0351e+14   1.1886e+01   9.4000e-01  -2.9396e-03   1.1167e-02   0.0000e+00   1.4125e-02  -1.8500e+00 
  7.0352e+14   1.1886e+01   9.4000e-01  -3.2983e-03   1.2529e-02   0.0000e+00   1.5849e-02  -1.8000e+00 
  7.0354e+14   1.1886e+01   9.4000e-01  -3.7006e-03   1.4058e-02   0.0000e+00   1.7783e-02  -1.7500e+00 
  7.0355e+14   1.1886e+01   9.4000e-01  -4.1521e-03   1.5773e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  7.0357e+14   1.1886e+01   9.4000e-01  -4.6586e-03   1.7698e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  7.0360e+14   1.1886e+01   9.4000e-01  -5.2268e-03   1.9857e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  7.0363e+14   1.1886e+01   9.4000e-01  -5.8643e-03   2.2279e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  7.0367e+14   1.1885e+01   9.4000e-01  -6.5794e-03   2.4997e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  7.0372e+14   1.1885e+01   9.4000e-01  -7.3817e-03   2.8047e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  7.0379e+14   1.1885e+01   9.4000e-01  -8.2815e-03   3.1468e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  7.0387e+14   1.1884e+01   9.4000e-01  -9.2909e-03   3.5305e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  7.0397e+14   1.1884e+01   9.4000e-01  -1.0423e-02   3.9611e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  7.0410e+14   1.1883e+01   9.4000e-01  -1.1692e-02   4.4441e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  7.0427e+14   1.1882e+01   9.4000e-01  -1.3116e-02   4.9858e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  7.0447e+14   1.1881e+01   9.4000e-01  -1.4712e-02   5.5935e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  7.0473e+14   1.1880e+01   9.4000e-01  -1.6500e-02   6.2750e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  7.0505e+14   1.1878e+01   9.4000e-01  -1.8504e-02   7.0393e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  7.0546e+14   1.1876e+01   9.4000e-01  -2.0749e-02   7.8962e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  7.0597e+14   1.1873e+01   9.4000e-01  -2.3263e-02   8.8569e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  7.0661e+14   1.1870e+01   9.4000e-01  -2.6076e-02   9.9338e-02   0.0000e+00   1.2589e-01  -9.0000e-01 
  7.0741e+14   1.1866e+01   9.4000e-01  -2.9222e-02   1.1140e-01   0.0000e+00   1.4125e-01  -8.5000e-01 
  7.0842e+14   1.1860e+01   9.4000e-01  -3.2737e-02   1.2492e-01   0.0000e+00   1.5849e-01  -8.0000e-01 
  7.0968e+14   1.1854e+01   9.4000e-01  -3.6660e-02   1.4005e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  7.1125e+14   1.1846e+01   9.4000e-01  -4.1033e-02   1.5699e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  7.1321e+14   1.1836e+01   9.4000e-01  -4.5899e-02   1.7594e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  7.1564e+14   1.1824e+01   9.4000e-01  -5.1303e-02   1.9711e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  7.1866e+14   1.1810e+01   9.4000e-01  -5.7287e-02   2.2074e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  7.2239e+14   1.1792e+01   9.4000e-01  -6.3894e-02   2.4711e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  7.2697e+14   1.1771e+01   9.4000e-01  -7.1157e-02   2.7647e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  7.3257e+14   1.1747e+01   9.4000e-01  -7.9103e-02   3.0911e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  7.3938e+14   1.1719e+01   9.4000e-01  -8.7742e-02   3.4534e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  7.4759e+14   1.1687e+01   9.4000e-01  -9.7064e-02   3.8546e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  7.5740e+14   1.1651e+01   9.4000e-01  -1.0703e-01   4.2978e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  7.6902e+14   1.1613e+01   9.4000e-01  -1.1757e-01   4.7860e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  7.8263e+14   1.1574e+01   9.4000e-01  -1.2857e-01   5.3222e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  7.9838e+14   1.1535e+01   9.4000e-01  -1.3988e-01   5.9093e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  8.1638e+14   1.1498e+01   9.4000e-01  -1.5129e-01   6.5501e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  8.3668e+14   1.1467e+01   9.4000e-01  -1.6257e-01   7.2474e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.1143e-07   7.8576e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.3723e-07   8.8164e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.6618e-07   9.8921e-07   0.0000e+00   1.2589e-06  -5.9000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.9865e-07   1.1099e-06   0.0000e+00   1.4125e-06  -5.8500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -3.3510e-07   1.2453e-06   0.0000e+00   1.5849e-06  -5.8000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -3.7598e-07   1.3973e-06   0.0000e+00   1.7783e-06  -5.7500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -4.2186e-07   1.5678e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -4.7333e-07   1.7591e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -5.3109e-07   1.9737e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -5.9589e-07   2.2146e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -6.6860e-07   2.4848e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -7.5018e-07   2.7880e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -8.4172e-07   3.1282e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -9.4443e-07   3.5099e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.0597e-06   3.9381e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.1890e-06   4.4187e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.3340e-06   4.9578e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.4968e-06   5.5628e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.6795e-06   6.2415e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.8844e-06   7.0031e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.1143e-06   7.8576e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.3723e-06   8.8164e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.6618e-06   9.8921e-06   0.0000e+00   1.2589e-05  -4.9000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.9865e-06   1.1099e-05   0.0000e+00   1.4125e-05  -4.8500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -3.3510e-06   1.2453e-05   0.0000e+00   1.5849e-05  -4.8000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -3.7598e-06   1.3973e-05   0.0000e+00   1.7783e-05  -4.7500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -4.2186e-06   1.5678e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -4.7333e-06   1.7591e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -5.3109e-06   1.9737e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -5.9589e-06   2.2146e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -6.6860e-06   2.4848e-05   0.0000e+00   3.1623e-05  -4.5000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -7.5018e-06   2.7880e-05   0.0000e+00   3.5481e-05  -4.4500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -8.4172e-06   3.1282e-05   0.0000e+00   3.9811e-05  -4.4000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -9.4443e-06   3.5099e-05   0.0000e+00   4.4668e-05  -4.3500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.0597e-05   3.9381e-05   0.0000e+00   5.0119e-05  -4.3000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.1890e-05   4.4187e-05   0.0000e+00   5.6234e-05  -4.2500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.3340e-05   4.9578e-05   0.0000e+00   6.3096e-05  -4.2000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.4968e-05   5.5628e-05   0.0000e+00   7.0795e-05  -4.1500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.6795e-05   6.2415e-05   0.0000e+00   7.9433e-05  -4.1000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.8844e-05   7.0031e-05   0.0000e+00   8.9125e-05  -4.0500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.1143e-05   7.8576e-05   0.0000e+00   1.0000e-04  -4.0000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.3723e-05   8.8164e-05   0.0000e+00   1.1220e-04  -3.9500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.6618e-05   9.8921e-05   0.0000e+00   1.2589e-04  -3.9000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.9865e-05   1.1099e-04   0.0000e+00   1.4125e-04  -3.8500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -3.3510e-05   1.2453e-04   0.0000e+00   1.5849e-04  -3.8000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -3.7598e-05   1.3973e-04   0.0000e+00   1.7783e-04  -3.7500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -4.2186e-05   1.5678e-04   0.0000e+00   1.9953e-04  -3.7000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -4.7333e-05   1.7591e-04   0.0000e+00   2.2387e-04  -3.6500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -5.3109e-05   1.9737e-04   0.0000e+00   2.5119e-04  -3.6000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -5.9589e-05   2.2146e-04   0.0000e+00   2.8184e-04  -3.5500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -6.6860e-05   2.4848e-04   0.0000e+00   3.1623e-04  -3.5000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -7.5018e-05   2.7880e-04   0.0000e+00   3.5481e-04  -3.4500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -8.4172e-05   3.1282e-04   0.0000e+00   3.9811e-04  -3.4000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -9.4443e-05   3.5099e-04   0.0000e+00   4.4668e-04  -3.3500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.0597e-04   3.9381e-04   0.0000e+00   5.0119e-04  -3.3000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.1890e-04   4.4187e-04   0.0000e+00   5.6234e-04  -3.2500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.3340e-04   4.9578e-04   0.0000e+00   6.3096e-04  -3.2000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.4968e-04   5.5628e-04   0.0000e+00   7.0795e-04  -3.1500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.6795e-04   6.2415e-04   0.0000e+00   7.9433e-04  -3.1000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -1.8844e-04   7.0031e-04   0.0000e+00   8.9125e-04  -3.0500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.1143e-04   7.8576e-04   0.0000e+00   1.0000e-03  -3.0000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.3723e-04   8.8164e-04   0.0000e+00   1.1220e-03  -2.9500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.6618e-04   9.8921e-04   0.0000e+00   1.2589e-03  -2.9000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -2.9865e-04   1.1099e-03   0.0000e+00   1.4125e-03  -2.8500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -3.3509e-04   1.2453e-03   0.0000e+00   1.5849e-03  -2.8000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -3.7598e-04   1.3973e-03   0.0000e+00   1.7783e-03  -2.7500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -4.2186e-04   1.5678e-03   0.0000e+00   1.9953e-03  -2.7000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -4.7333e-04   1.7591e-03   0.0000e+00   2.2387e-03  -2.6500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -5.3109e-04   1.9737e-03   0.0000e+00   2.5119e-03  -2.6000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -5.9589e-04   2.2146e-03   0.0000e+00   2.8184e-03  -2.5500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -6.6860e-04   2.4848e-03   0.0000e+00   3.1623e-03  -2.5000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -7.5018e-04   2.7880e-03   0.0000e+00   3.5481e-03  -2.4500e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -8.4172e-04   3.1282e-03   0.0000e+00   3.9811e-03  -2.4000e+00 
  7.1413e+14   1.1881e+01   9.6000e-01  -9.4442e-04   3.5099e-03   0.0000e+00   4.4668e-03  -2.3500e+00 
  7.1414e+14   1.1881e+01   9.6000e-01  -1.0597e-03   3.9381e-03   0.0000e+00   5.0119e-03  -2.3000e+00 
  7.1414e+14   1.1881e+01   9.6000e-01  -1.1890e-03   4.4186e-03   0.0000e+00   5.6234e-03  -2.2500e+00 
  7.1414e+14   1.1881e+01   9.6000e-01  -1.3340e-03   4.9578e-03   0.0000e+00   6.3096e-03  -2.2000e+00 
  7.1414e+14   1.1881e+01   9.6000e-01  -1.4968e-03   5.5627e-03   0.0000e+00   7.0795e-03  -2.1500e+00 
  7.1414e+14   1.1881e+01   9.6000e-01  -1.6794e-03   6.2415e-03   0.0000e+00   7.9433e-03  -2.1000e+00 
  7.1415e+14   1.1881e+01   9.6000e-01  -1.8843e-03   7.0030e-03   0.0000e+00   8.9125e-03  -2.0500e+00 
  7.1415e+14   1.1881e+01   9.6000e-01  -2.1142e-03   7.8575e-03   0.0000e+00   1.0000e-02  -2.0000e+00 
  7.1415e+14   1.1881e+01   9.6000e-01  -2.3722e-03   8.8162e-03   0.0000e+00   1.1220e-02  -1.9500e+00 
  7.1416e+14   1.1880e+01   9.6000e-01  -2.6616e-03   9.8919e-03   0.0000e+00   1.2589e-02  -1.9000e+00 
  7.1417e+14   1.1880e+01   9.6000e-01  -2.9864e-03   1.1099e-02   0.0000e+00   1.4125e-02  -1.8500e+00 
  7.1418e+14   1.1880e+01   9.6000e-01  -3.3507e-03   1.2453e-02   0.0000e+00   1.5849e-02  -1.8000e+00 
  7.1419e+14   1.1880e+01   9.6000e-01  -3.7595e-03   1.3972e-02   0.0000e+00   1.7783e-02  -1.7500e+00 
  7.1421e+14   1.1880e+01   9.6000e-01  -4.2181e-03   1.5677e-02   0.0000e+00   1.9953e-02  -1.7000e+00 
  7.1423e+14   1.1880e+01   9.6000e-01  -4.7326e-03   1.7590e-02   0.0000e+00   2.2387e-02  -1.6500e+00 
  7.1425e+14   1.1880e+01   9.6000e-01  -5.3099e-03   1.9736e-02   0.0000e+00   2.5119e-02  -1.6000e+00 
  7.1429e+14   1.1880e+01   9.6000e-01  -5.9575e-03   2.2144e-02   0.0000e+00   2.8184e-02  -1.5500e+00 
  7.1433e+14   1.1880e+01   9.6000e-01  -6.6840e-03   2.4845e-02   0.0000e+00   3.1623e-02  -1.5000e+00 
  7.1438e+14   1.1879e+01   9.6000e-01  -7.4989e-03   2.7876e-02   0.0000e+00   3.5481e-02  -1.4500e+00 
  7.1444e+14   1.1879e+01   9.6000e-01  -8.4131e-03   3.1276e-02   0.0000e+00   3.9811e-02  -1.4000e+00 
  7.1452e+14   1.1879e+01   9.6000e-01  -9.4384e-03   3.5090e-02   0.0000e+00   4.4668e-02  -1.3500e+00 
  7.1462e+14   1.1878e+01   9.6000e-01  -1.0588e-02   3.9369e-02   0.0000e+00   5.0119e-02  -1.3000e+00 
  7.1475e+14   1.1878e+01   9.6000e-01  -1.1878e-02   4.4170e-02   0.0000e+00   5.6234e-02  -1.2500e+00 
  7.1491e+14   1.1877e+01   9.6000e-01  -1.3324e-02   4.9554e-02   0.0000e+00   6.3096e-02  -1.2000e+00 
  7.1511e+14   1.1876e+01   9.6000e-01  -1.4945e-02   5.5594e-02   0.0000e+00   7.0795e-02  -1.1500e+00 
  7.1536e+14   1.1875e+01   9.6000e-01  -1.6762e-02   6.2368e-02   0.0000e+00   7.9433e-02  -1.1000e+00 
  7.1568e+14   1.1873e+01   9.6000e-01  -1.8797e-02   6.9964e-02   0.0000e+00   8.9125e-02  -1.0500e+00 
  7.1608e+14   1.1871e+01   9.6000e-01  -2.1078e-02   7.8482e-02   0.0000e+00   1.0000e-01  -1.0000e+00 
  7.1658e+14   1.1869e+01   9.6000e-01  -2.3631e-02   8.8031e-02   0.0000e+00   1.1220e-01  -9.5000e-01 
  7.1721e+14   1.1866e+01   9.6000e-01  -2.6487e-02   9.8733e-02   0.0000e+00   1.2589e-01  -9.0000e-01 
  7.1800e+14   1.1862e+01   9.6000e-01  -2.9682e-02   1.1073e-01   0.0000e+00   1.4125e-01  -8.5000e-01 
  7.1898e+14   1.1857e+01   9.6000e-01  -3.3251e-02   1.2416e-01   0.0000e+00   1.5849e-01  -8.0000e-01 
  7.2022e+14   1.1851e+01   9.6000e-01  -3.7233e-02   1.3920e-01   0.0000e+00   1.7783e-01  -7.5000e-01 
  7.2176e+14   1.1844e+01   9.6000e-01  -4.1672e-02   1.5604e-01   0.0000e+00   1.9953e-01  -7.0000e-01 
  7.2368e+14   1.1835e+01   9.6000e-01  -4.6611e-02   1.7487e-01   0.0000e+00   2.2387e-01  -6.5000e-01 
  7.2607e+14   1.1824e+01   9.6000e-01  -5.2093e-02   1.9592e-01   0.0000e+00   2.5119e-01  -6.0000e-01 
  7.2903e+14   1.1811e+01   9.6000e-01  -5.8163e-02   2.1942e-01   0.0000e+00   2.8184e-01  -5.5000e-01 
  7.3269e+14   1.1795e+01   9.6000e-01  -6.4862e-02   2.4562e-01   0.0000e+00   3.1623e-01  -5.0000e-01 
  7.3718e+14   1.1776e+01   9.6000e-01  -7.2223e-02   2.7481e-01   0.0000e+00   3.5481e-01  -4.5000e-01 
  7.4268e+14   1.1754e+01   9.6000e-01  -8.0271e-02   3.0727e-01   0.0000e+00   3.9811e-01  -4.0000e-01 
  7.4936e+14   1.1728e+01   9.6000e-01  -8.9016e-02   3.4330e-01   0.0000e+00   4.4668e-01  -3.5000e-01 
  7.5741e+14   1.1700e+01   9.6000e-01  -9.8445e-02   3.8320e-01   0.0000e+00   5.0119e-01  -3.0000e-01 
  7.6704e+14   1.1668e+01   9.6000e-01  -1.0852e-01   4.2729e-01   0.0000e+00   5.6234e-01  -2.5000e-01 
  7.7845e+14   1.1634e+01   9.6000e-01  -1.1916e-01   4.7586e-01   0.0000e+00   6.3096e-01  -2.0000e-01 
  7.9181e+14   1.1599e+01   9.6000e-01  -1.3025e-01   5.2922e-01   0.0000e+00   7.0795e-01  -1.5000e-01 
  8.0728e+14   1.1564e+01   9.6000e-01  -1.4164e-01   5.8765e-01   0.0000e+00   7.9433e-01  -1.0000e-01 
  8.2496e+14   1.1533e+01   9.6000e-01  -1.5311e-01   6.5146e-01   0.0000e+00   8.9125e-01  -5.0000e-02 
  8.4491e+14   1.1506e+01   9.6000e-01  -1.6444e-01   7.2090e-01   0.0000e+00   1.0000e+00  -4.6288e-15 

 
  7.2488e+14   1.1875e+01   9.8000e-01  -2.1470e-07   7.8090e-07   0.0000e+00   1.0000e-06  -6.0000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -2.4090e-07   8.7618e-07   0.0000e+00   1.1220e-06  -5.9500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -2.7029e-07   9.8309e-07   0.0000e+00   1.2589e-06  -5.9000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -3.0327e-07   1.1030e-06   0.0000e+00   1.4125e-06  -5.8500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -3.4028e-07   1.2376e-06   0.0000e+00   1.5849e-06  -5.8000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -3.8180e-07   1.3887e-06   0.0000e+00   1.7783e-06  -5.7500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -4.2839e-07   1.5581e-06   0.0000e+00   1.9953e-06  -5.7000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -4.8066e-07   1.7482e-06   0.0000e+00   2.2387e-06  -5.6500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -5.3931e-07   1.9615e-06   0.0000e+00   2.5119e-06  -5.6000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -6.0511e-07   2.2009e-06   0.0000e+00   2.8184e-06  -5.5500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -6.7895e-07   2.4694e-06   0.0000e+00   3.1623e-06  -5.5000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -7.6179e-07   2.7707e-06   0.0000e+00   3.5481e-06  -5.4500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -8.5475e-07   3.1088e-06   0.0000e+00   3.9811e-06  -5.4000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -9.5904e-07   3.4881e-06   0.0000e+00   4.4668e-06  -5.3500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -1.0761e-06   3.9137e-06   0.0000e+00   5.0119e-06  -5.3000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -1.2074e-06   4.3913e-06   0.0000e+00   5.6234e-06  -5.2500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -1.3547e-06   4.9271e-06   0.0000e+00   6.3096e-06  -5.2000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -1.5200e-06   5.5283e-06   0.0000e+00   7.0795e-06  -5.1500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -1.7054e-06   6.2029e-06   0.0000e+00   7.9433e-06  -5.1000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -1.9135e-06   6.9597e-06   0.0000e+00   8.9125e-06  -5.0500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -2.1470e-06   7.8090e-06   0.0000e+00   1.0000e-05  -5.0000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -2.4090e-06   8.7618e-06   0.0000e+00   1.1220e-05  -4.9500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -2.7029e-06   9.8309e-06   0.0000e+00   1.2589e-05  -4.9000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -3.0327e-06   1.1030e-05   0.0000e+00   1.4125e-05  -4.8500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -3.4028e-06   1.2376e-05   0.0000e+00   1.5849e-05  -4.8000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -3.8180e-06   1.3887e-05   0.0000e+00   1.7783e-05  -4.7500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -4.2839e-06   1.5581e-05   0.0000e+00   1.9953e-05  -4.7000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -4.8066e-06   1.7482e-05   0.0000e+00   2.2387e-05  -4.6500e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -5.3931e-06   1.9615e-05   0.0000e+00   2.5119e-05  -4.6000e+00 
  7.2488e+14   1.1875e+01   9.8000e-01  -6.0511e-06   2.2009e-05   0.0000e+00   2.8184e-05  -4.5500e+00 
